# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
28920at33090	Complete	Cagra.2515s0056.1.p	868.7	525	https://v10-1.orthodb.org/?query=28920at33090	MCM domain
31155at33090	Complete	Cagra.7868s0001.1.p	829.7	598	https://v10-1.orthodb.org/?query=31155at33090	-alpha-acetyltransferase 35, NatC auxiliary subunit
31855at33090	Complete	Cagra.1451s0012.1.p	961.5	519	https://v10-1.orthodb.org/?query=31855at33090	ABC-2 type transporter
32730at33090	Complete	Cagra.1085s0073.1.p	701.6	438	https://v10-1.orthodb.org/?query=32730at33090	THO complex, subunit THOC1
32923at33090	Complete	Cagra.2097s0004.1.p	1181.0	694	https://v10-1.orthodb.org/?query=32923at33090	Ubiquitin-like modifier-activating enzyme Atg7
33264at33090	Complete	Cagra.1036s0040.1.p	711.8	463	https://v10-1.orthodb.org/?query=33264at33090	Tyrosyl-DNA phosphodiesterase I
34517at33090	Complete	Cagra.7254s0007.1.p	985.0	663	https://v10-1.orthodb.org/?query=34517at33090	Conserved oligomeric Golgi complex subunit 5
35499at33090	Complete	Cagra.0380s0049.1.p	936.1	562	https://v10-1.orthodb.org/?query=35499at33090	FAD/NAD(P)-binding domain
35887at33090	Complete	Cagra.0434s0029.1.p	751.2	551	https://v10-1.orthodb.org/?query=35887at33090	Rad4 beta-hairpin domain 1
36284at33090	Complete	Cagra.6943s0013.1.p	1094.6	614	https://v10-1.orthodb.org/?query=36284at33090	Dynamin superfamily
37663at33090	Complete	Cagra.10304s0011.1.p	840.3	531	https://v10-1.orthodb.org/?query=37663at33090	MoeA, C-terminal, domain IV
37699at33090	Complete	Cagra.5497s0016.1.p	889.5	580	https://v10-1.orthodb.org/?query=37699at33090	ATP-dependent RNA helicase DEAD-box, conserved site
39913at33090	Complete	Cagra.2519s0031.1.p	1061.6	545	https://v10-1.orthodb.org/?query=39913at33090	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type
40630at33090	Complete	Cagra.5494s0007.1.p	974.2	634	https://v10-1.orthodb.org/?query=40630at33090	Helicase, C-terminal
41146at33090	Complete	Cagra.3706s0026.1.p	817.5	451	https://v10-1.orthodb.org/?query=41146at33090	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
41244at33090	Complete	Cagra.1696s0031.1.p	767.5	436	https://v10-1.orthodb.org/?query=41244at33090	Imidazole glycerol phosphate synthase hisHF
42407at33090	Complete	Cagra.0316s0084.1.p	822.4	526	https://v10-1.orthodb.org/?query=42407at33090	WW domain
43683at33090	Complete	Cagra.1642s0053.1.p	780.3	507	https://v10-1.orthodb.org/?query=43683at33090	PPM-type phosphatase domain
43957at33090	Complete	Cagra.2238s0075.1.p	1067.6	694	https://v10-1.orthodb.org/?query=43957at33090	WD40 repeat
44063at33090	Complete	Cagra.2438s0015.1.p	743.9	430	https://v10-1.orthodb.org/?query=44063at33090	4-alpha-glucanotransferase
44526at33090	Complete	Cagra.0133s0059.1.p	730.5	505	https://v10-1.orthodb.org/?query=44526at33090	GPI transamidase component PIG-T
46307at33090	Complete	Cagra.1305s0028.1.p	841.0	445	https://v10-1.orthodb.org/?query=46307at33090	Acetyl-coenzyme A carboxyltransferase, C-terminal
48027at33090	Complete	Cagra.0248s0086.1.p	821.7	427	https://v10-1.orthodb.org/?query=48027at33090	Aminoacyl-tRNA synthetase, class I, anticodon-binding
48290at33090	Complete	Cagra.0807s0016.1.p	749.5	464	https://v10-1.orthodb.org/?query=48290at33090	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
48645at33090	Complete	Cagra.4138s0001.1.p	661.6	480	https://v10-1.orthodb.org/?query=48645at33090	Cwf19-like, C-terminal domain-1
49092at33090	Complete	Cagra.4003s0040.1.p	898.7	460	https://v10-1.orthodb.org/?query=49092at33090	Aldehyde dehydrogenase domain
50512at33090	Complete	Cagra.5253s0001.1.p	396.6	364	https://v10-1.orthodb.org/?query=50512at33090	uncharacterized protein LOC107776719
50528at33090	Complete	Cagra.6692s0002.1.p	522.4	399	https://v10-1.orthodb.org/?query=50528at33090	Light-mediated development protein DET1
51214at33090	Complete	Cagra.1642s0036.1.p	636.8	415	https://v10-1.orthodb.org/?query=51214at33090	RNA helicase
51262at33090	Complete	Cagra.1822s0029.1.p	474.2	403	https://v10-1.orthodb.org/?query=51262at33090	Peroxisomal/glyoxysomal leader peptide-processing protease
52348at33090	Complete	Cagra.5118s0043.1.p	368.2	249	https://v10-1.orthodb.org/?query=52348at33090	JmjC domain
52435at33090	Fragmented	Cagra.6617s0001.1.p	446.2	231	https://v10-1.orthodb.org/?query=52435at33090	Amine oxidase
52795at33090	Complete	Cagra.0690s0012.1.p	745.3	425	https://v10-1.orthodb.org/?query=52795at33090	Lysine--tRNA ligase
53416at33090	Complete	Cagra.0239s0015.1.p	536.1	361	https://v10-1.orthodb.org/?query=53416at33090	Alpha-1,3-glucosyltransferase
53527at33090	Complete	Cagra.1642s0051.1.p	1256.0	789	https://v10-1.orthodb.org/?query=53527at33090	Glycoside hydrolase, family 77
55448at33090	Missing
57004at33090	Complete	Cagra.0804s0010.1.p	588.4	384	https://v10-1.orthodb.org/?query=57004at33090	FAD/NAD(P)-binding domain superfamily
58672at33090	Complete	Cagra.4395s0045.1.p	453.5	311	https://v10-1.orthodb.org/?query=58672at33090	VDE lipocalin domain
60262at33090	Complete	Cagra.2925s0025.1.p	616.1	360	https://v10-1.orthodb.org/?query=60262at33090	WD40/YVTN repeat-like-containing domain superfamily
62262at33090	Complete	Cagra.1136s0016.1.p	393.0	303	https://v10-1.orthodb.org/?query=62262at33090	Pseudouridine synthase, catalytic domain superfamily
63411at33090	Complete	Cagra.0454s0012.1.p	665.4	370	https://v10-1.orthodb.org/?query=63411at33090	Fe-S cluster assembly domain superfamily
63853at33090	Complete	Cagra.4093s0033.1.p	659.0	345	https://v10-1.orthodb.org/?query=63853at33090	NAD-dependent epimerase/dehydratase
64272at33090	Complete	Cagra.1157s0029.1.p	836.2	681	https://v10-1.orthodb.org/?query=64272at33090	Nucleolar protein 14
65263at33090	Complete	Cagra.10427s0022.1.p	454.0	340	https://v10-1.orthodb.org/?query=65263at33090	P-loop containing nucleoside triphosphate hydrolase
67132at33090	Complete	Cagra.2243s0006.1.p	836.7	515	https://v10-1.orthodb.org/?query=67132at33090	DNA topoisomerase 6 subunit B
67389at33090	Complete	Cagra.3790s0002.1.p	543.9	416	https://v10-1.orthodb.org/?query=67389at33090	Ribosomal protein Rsm22-like
68169at33090	Complete	Cagra.1504s0069.1.p	796.1	636	https://v10-1.orthodb.org/?query=68169at33090	Nucleoporin Nup88
68537at33090	Complete	Cagra.0824s0030.1.p	525.6	345	https://v10-1.orthodb.org/?query=68537at33090	Glycosyltransferase subfamily 4-like, N-terminal domain
68957at33090	Complete	Cagra.0824s0060.1.p	673.2	430	https://v10-1.orthodb.org/?query=68957at33090	Mannosyltransferase
69073at33090	Complete	Cagra.0535s0001.1.p	467.4	296	https://v10-1.orthodb.org/?query=69073at33090	Protein arginine methyltransferase NDUFAF7
69137at33090	Complete	Cagra.8005s0019.1.p	633.3	460	https://v10-1.orthodb.org/?query=69137at33090	CDK5 regulatory subunit-associated protein 3
69505at33090	Complete	Cagra.1642s0020.1.p	557.8	403	https://v10-1.orthodb.org/?query=69505at33090	tRNA A64-2'-O-ribosylphosphate transferase
69614at33090	Complete	Cagra.1822s0076.1.p	552.8	367	https://v10-1.orthodb.org/?query=69614at33090	WD40 repeat
70613at33090	Complete	Cagra.1645s0005.1.p	723.4	374	https://v10-1.orthodb.org/?query=70613at33090	Homogentisate 1,2-dioxygenase
71620at33090	Complete	Cagra.1125s0010.1.p	510.8	339	https://v10-1.orthodb.org/?query=71620at33090	DNA primase large subunit
72992at33090	Complete	Cagra.24531s0002.1.p	605.6	438	https://v10-1.orthodb.org/?query=72992at33090	RED-like, N-terminal
74230at33090	Complete	Cagra.6152s0006.1.p	693.7	374	https://v10-1.orthodb.org/?query=74230at33090	Peptidogalycan biosysnthesis/recognition
74580at33090	Complete	Cagra.0133s0126.1.p	563.2	430	https://v10-1.orthodb.org/?query=74580at33090	Nuclear protein DGCR14/ESS-2
74742at33090	Complete	Cagra.4138s0015.1.p	349.2	319	https://v10-1.orthodb.org/?query=74742at33090	Histone acetyltransferase type B, catalytic subunit
75785at33090	Complete	Cagra.5118s0011.1.p	433.4	369	https://v10-1.orthodb.org/?query=75785at33090	P-loop containing nucleoside triphosphate hydrolase
76026at33090	Fragmented	Cagra.2622s0029.1.p	300.0	175	https://v10-1.orthodb.org/?query=76026at33090	SET domain
76849at33090	Complete	Cagra.1642s0018.1.p	700.0	467	https://v10-1.orthodb.org/?query=76849at33090	Mini-chromosome maintenance complex-binding protein
79950at33090	Complete	Cagra.2175s0018.1.p	433.0	292	https://v10-1.orthodb.org/?query=79950at33090	Rhodanese-like domain
83749at33090	Complete	Cagra.1097s0008.1.p	608.3	353	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
84114at33090	Fragmented	Cagra.1390s0001.1.p	506.4	258	https://v10-1.orthodb.org/?query=84114at33090	Protein of unknown function DUF4336
84264at33090	Complete	Cagra.0690s0044.1.p	554.2	565	https://v10-1.orthodb.org/?query=84264at33090	WW domain
87347at33090	Complete	Cagra.1954s0002.1.p	1188.7	747	https://v10-1.orthodb.org/?query=87347at33090	WD40 repeat
87734at33090	Complete	Cagra.4243s0005.1.p	277.5	239	https://v10-1.orthodb.org/?query=87734at33090	Helicase, C-terminal
88295at33090	Complete	Cagra.0007s0035.1.p	465.7	340	https://v10-1.orthodb.org/?query=88295at33090	Rab3-GAP regulatory subunit
88687at33090	Complete	Cagra.0410s0015.1.p	489.3	342	https://v10-1.orthodb.org/?query=88687at33090	Rad9/Ddc1
88771at33090	Complete	Cagra.1255s0004.1.p	554.3	391	https://v10-1.orthodb.org/?query=88771at33090	Tetratricopeptide-like helical domain superfamily
89796at33090	Complete	Cagra.1508s0028.1.p	892.3	556	https://v10-1.orthodb.org/?query=89796at33090	Conserved oligomeric Golgi complex subunit 6
90240at33090	Complete	Cagra.0349s0003.1.p	508.8	331	https://v10-1.orthodb.org/?query=90240at33090	Methyltransferase domain
90301at33090	Complete	Cagra.4395s0039.1.p	681.2	371	https://v10-1.orthodb.org/?query=90301at33090	Pyridoxal phosphate-dependent transferase
90872at33090	Complete	Cagra.2346s0016.1.p	642.5	338	https://v10-1.orthodb.org/?query=90872at33090	Cation efflux protein
92418at33090	Complete	Cagra.2350s0069.1.p	578.6	292	https://v10-1.orthodb.org/?query=92418at33090	NmrA-like domain
92579at33090	Complete	Cagra.0686s0055.1.p	481.6	312	https://v10-1.orthodb.org/?query=92579at33090	Ubiquitin-associated domain
95807at33090	Complete	Cagra.1671s0240.1.p	489.8	371	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
96953at33090	Complete	Cagra.0551s0034.1.p	354.9	270	https://v10-1.orthodb.org/?query=96953at33090	WD40-repeat-containing domain
97593at33090	Complete	Cagra.2315s0009.1.p	443.7	307	https://v10-1.orthodb.org/?query=97593at33090	Origin recognition complex subunit 4
101241at33090	Complete	Cagra.13611s0002.1.p	524.6	339	https://v10-1.orthodb.org/?query=101241at33090	Actin family
101701at33090	Complete	Cagra.0925s0015.1.p	783.8	528	https://v10-1.orthodb.org/?query=101701at33090	Nucleotide-diphospho-sugar transferases
102307at33090	Complete	Cagra.1517s0005.1.p	580.3	293	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
103267at33090	Complete	Cagra.0248s0032.1.p	420.0	308	https://v10-1.orthodb.org/?query=103267at33090	RecQ-mediated genome instability protein 1
103382at33090	Complete	Cagra.1111s0001.1.p	319.0	215	https://v10-1.orthodb.org/?query=103382at33090	Oxoglutarate/iron-dependent dioxygenase
104218at33090	Complete	Cagra.5323s0005.1.p	554.0	302	https://v10-1.orthodb.org/?query=104218at33090	Tryptophan synthase beta subunit-like PLP-dependent enzyme
104557at33090	Complete	Cagra.1671s0081.1.p	592.1	331	https://v10-1.orthodb.org/?query=104557at33090	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
104821at33090	Complete	Cagra.3763s0001.1.p	503.8	305	https://v10-1.orthodb.org/?query=104821at33090	RNA 2-O ribose methyltransferase, substrate binding
104867at33090	Complete	Cagra.1960s0004.1.p	918.9	594	https://v10-1.orthodb.org/?query=104867at33090	Chorismate-utilising enzyme, C-terminal
105044at33090	Complete	Cagra.0450s0031.1.p	915.7	559	https://v10-1.orthodb.org/?query=105044at33090	Helicase, C-terminal
105782at33090	Complete	Cagra.0894s0006.1.p	429.7	271	https://v10-1.orthodb.org/?query=105782at33090	CobW/HypB/UreG, nucleotide-binding domain
105867at33090	Complete	Cagra.0248s0041.1.p	493.0	301	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
106769at33090	Complete	Cagra.1105s0001.1.p	617.1	325	https://v10-1.orthodb.org/?query=106769at33090	Ribosomal protein S5 domain 2-type fold
106886at33090	Complete	Cagra.1189s0034.1.p	352.1	274	https://v10-1.orthodb.org/?query=106886at33090	Cell division control protein 73, C-terminal
107107at33090	Complete	Cagra.25505s0001.1.p	429.7	301	https://v10-1.orthodb.org/?query=107107at33090	PUB domain
107413at33090	Fragmented	Cagra.8114s0001.1.p	333.1	213	https://v10-1.orthodb.org/?query=107413at33090	GPI mannosyltransferase 1
108705at33090	Complete	Cagra.3356s0085.1.p	466.5	362	https://v10-1.orthodb.org/?query=108705at33090	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
109586at33090	Complete	Cagra.1202s0009.1.p	562.8	376	https://v10-1.orthodb.org/?query=109586at33090	Aminoacyl-tRNA synthetase, class Ia
109823at33090	Complete	Cagra.1013s0005.1.p	449.5	264	https://v10-1.orthodb.org/?query=109823at33090	Domain of unknown function DUF1995
110222at33090	Complete	Cagra.1663s0002.1.p	486.8	378	https://v10-1.orthodb.org/?query=110222at33090	DnaJ domain
110225at33090	Fragmented	Cagra.4069s0006.1.p	558.3	327	https://v10-1.orthodb.org/?query=110225at33090	Bacterial bifunctional deaminase-reductase, C-terminal
111210at33090	Complete	Cagra.12364s0001.1.p	465.9	272	https://v10-1.orthodb.org/?query=111210at33090	HAD superfamily
111213at33090	Complete	Cagra.2961s0031.1.p	403.1	245	https://v10-1.orthodb.org/?query=111213at33090	NAD-dependent epimerase/dehydratase
111249at33090	Complete	Cagra.1085s0027.1.p	382.9	267	https://v10-1.orthodb.org/?query=111249at33090	Predicted protein
111924at33090	Complete	Cagra.0917s0001.1.p	420.7	278	https://v10-1.orthodb.org/?query=111924at33090	Ankyrin repeat-containing domain
112238at33090	Complete	Cagra.5447s0002.1.p	774.9	528	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112325at33090	Complete	Cagra.0239s0007.1.p	360.6	287	https://v10-1.orthodb.org/?query=112325at33090	Sister chromatid cohesion protein Dcc1
112461at33090	Complete	Cagra.1695s0006.1.p	665.1	387	https://v10-1.orthodb.org/?query=112461at33090	FAD-linked oxidase, C-terminal
112542at33090	Complete	Cagra.1629s0013.1.p	456.0	246	https://v10-1.orthodb.org/?query=112542at33090	Cytochrome C biogenesis protein, transmembrane domain
113024at33090	Missing
114996at33090	Complete	Cagra.0596s0058.1.p	1244.9	939	https://v10-1.orthodb.org/?query=114996at33090	Elongator complex protein 1
115240at33090	Complete	Cagra.0690s0040.1.p	494.4	318	https://v10-1.orthodb.org/?query=115240at33090	Ubiquitin domain
115992at33090	Complete	Cagra.2438s0030.1.p	428.1	254	https://v10-1.orthodb.org/?query=115992at33090	WD40 repeat
116411at33090	Complete	Cagra.0380s0075.1.p	368.8	258	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116516at33090	Complete	Cagra.0389s0007.1.p	610.3	355	https://v10-1.orthodb.org/?query=116516at33090	SecY/SEC61-alpha family
116585at33090	Complete	Cagra.20464s0001.1.p	454.5	293	https://v10-1.orthodb.org/?query=116585at33090	Zinc finger, RING-type
116623at33090	Complete	Cagra.0248s0062.1.p	360.5	274	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
117191at33090	Complete	Cagra.5341s0003.1.p	428.7	280	https://v10-1.orthodb.org/?query=117191at33090	NAD(P)-binding domain
117247at33090	Complete	Cagra.7220s0004.1.p	476.1	272	https://v10-1.orthodb.org/?query=117247at33090	Protein phosphatase methylesterase 1
119439at33090	Complete	Cagra.24333s0003.1.p	507.0	338	https://v10-1.orthodb.org/?query=119439at33090	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
120031at33090	Complete	Cagra.16849s0001.1.p	370.1	299	https://v10-1.orthodb.org/?query=120031at33090	FAD dependent oxidoreductase
120338at33090	Complete	Cagra.4006s0020.1.p	659.1	363	https://v10-1.orthodb.org/?query=120338at33090	Methylthiotransferase, N-terminal
120455at33090	Complete	Cagra.1681s0031.1.p	391.6	228	https://v10-1.orthodb.org/?query=120455at33090	Uracil-DNA glycosylase
120589at33090	Complete	Cagra.1194s0032.1.p	673.0	426	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
121281at33090	Complete	Cagra.12501s0001.1.p	417.9	279	https://v10-1.orthodb.org/?query=121281at33090	Formyl transferase, C-terminal
121303at33090	Complete	Cagra.7623s0004.1.p	584.2	359	https://v10-1.orthodb.org/?query=121303at33090	Alpha/Beta hydrolase fold
122367at33090	Complete	Cagra.2515s0048.1.p	483.0	335	https://v10-1.orthodb.org/?query=122367at33090	Amine oxidase
122422at33090	Complete	Cagra.3573s0002.1.p	406.6	247	https://v10-1.orthodb.org/?query=122422at33090	Short-chain dehydrogenase/reductase SDR
122831at33090	Complete	Cagra.3285s0009.1.p	434.8	298	https://v10-1.orthodb.org/?query=122831at33090	Helicase, C-terminal
122958at33090	Complete	Cagra.1968s0146.1.p	460.0	270	https://v10-1.orthodb.org/?query=122958at33090	Leucine carboxyl methyltransferase 1
123838at33090	Complete	Cagra.0568s0087.1.p	357.8	239	https://v10-1.orthodb.org/?query=123838at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
125550at33090	Complete	Cagra.0690s0043.1.p	172.6	147	https://v10-1.orthodb.org/?query=125550at33090	Regulatory protein RecX
125747at33090	Complete	Cagra.2961s0040.1.p	264.1	205	https://v10-1.orthodb.org/?query=125747at33090	Predicted protein
126138at33090	Complete	Cagra.0993s0083.1.p	615.3	439	https://v10-1.orthodb.org/?query=126138at33090	DnaJ domain
126427at33090	Complete	Cagra.4456s0006.1.p	388.7	265	https://v10-1.orthodb.org/?query=126427at33090	RmlD-like substrate binding domain
127059at33090	Complete	Cagra.21650s0001.1.p	583.2	320	https://v10-1.orthodb.org/?query=127059at33090	Aminoacyl-tRNA synthetase, class Ic
128774at33090	Complete	Cagra.1681s0063.1.p	280.0	220	https://v10-1.orthodb.org/?query=128774at33090	Proteasome assembly chaperone 2
130268at33090	Complete	Cagra.0114s0024.1.p	400.9	250	https://v10-1.orthodb.org/?query=130268at33090	Methyltransferase type 11
130279at33090	Complete	Cagra.2093s0003.1.p	370.9	237	https://v10-1.orthodb.org/?query=130279at33090	Plastid lipid-associated protein/fibrillin conserved domain
130637at33090	Complete	Cagra.0248s0040.1.p	469.0	256	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
131556at33090	Complete	Cagra.7865s0012.1.p	492.3	299	https://v10-1.orthodb.org/?query=131556at33090	SUF system FeS cluster assembly, SufBD
131874at33090	Complete	Cagra.2248s0024.1.p	884.4	526	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131914at33090	Complete	Cagra.1150s0038.1.p	298.9	218	https://v10-1.orthodb.org/?query=131914at33090	Aspartate/glutamate/uridylate kinase
133112at33090	Complete	Cagra.4031s0019.1.p	328.4	250	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133622at33090	Complete	Cagra.0342s0003.1.p	381.4	339	https://v10-1.orthodb.org/?query=133622at33090	OTU domain
134078at33090	Complete	Cagra.7055s0010.1.p	464.5	270	https://v10-1.orthodb.org/?query=134078at33090	Pseudouridine-5'-phosphate glycosidase
135419at33090	Complete	Cagra.0712s0033.1.p	496.4	282	https://v10-1.orthodb.org/?query=135419at33090	NAD(P)-binding domain
135892at33090	Complete	Cagra.1822s0063.1.p	716.0	418	https://v10-1.orthodb.org/?query=135892at33090	Pyridoxal phosphate-dependent transferase
136118at33090	Complete	Cagra.0338s0025.1.p	781.3	450	https://v10-1.orthodb.org/?query=136118at33090	WD40 repeat
136267at33090	Complete	Cagra.1696s0040.1.p	318.4	251	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136579at33090	Complete	Cagra.5905s0014.1.p	364.4	302	https://v10-1.orthodb.org/?query=136579at33090	HI0933-like insert domain superfamily
137018at33090	Complete	Cagra.5163s0010.1.p	546.5	286	https://v10-1.orthodb.org/?query=137018at33090	Photosynthesis system II assembly factor Ycf48/Hcf136
