# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
76849at33090	Complete	Ah4G28630.1	703.1	469	https://v10-1.orthodb.org/?query=76849at33090	Mini-chromosome maintenance complex-binding protein
79950at33090	Complete	Ah1G20730.1	425.3	281	https://v10-1.orthodb.org/?query=79950at33090	Rhodanese-like domain
83749at33090	Complete	Ah3G32510.1	611.1	361	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
84114at33090	Complete	Ah3G06770.1	630.6	345	https://v10-1.orthodb.org/?query=84114at33090	Protein of unknown function DUF4336
84264at33090	Complete	Ah3G15030.2	647.6	664	https://v10-1.orthodb.org/?query=84264at33090	WW domain
87347at33090	Complete	Ah3G26450.1	1184.9	749	https://v10-1.orthodb.org/?query=87347at33090	WD40 repeat
87734at33090	Complete	Ah6G21180.1	276.2	241	https://v10-1.orthodb.org/?query=87734at33090	Helicase, C-terminal
88295at33090	Complete	Ah3G17640.1	461.3	339	https://v10-1.orthodb.org/?query=88295at33090	Rab3-GAP regulatory subunit
88687at33090	Complete	Ah3G02440.3	464.8	355	https://v10-1.orthodb.org/?query=88687at33090	Rad9/Ddc1
88771at33090	Complete	Ah2G00460.2	560.7	391	https://v10-1.orthodb.org/?query=88771at33090	Tetratricopeptide-like helical domain superfamily
89796at33090	Complete	Ah1G36860.1	890.2	552	https://v10-1.orthodb.org/?query=89796at33090	Conserved oligomeric Golgi complex subunit 6
90240at33090	Missing
90301at33090	Complete	Ah1G09050.1	686.4	371	https://v10-1.orthodb.org/?query=90301at33090	Pyridoxal phosphate-dependent transferase
90872at33090	Complete	Ah1G50130.1	638.6	338	https://v10-1.orthodb.org/?query=90872at33090	Cation efflux protein
92418at33090	Duplicated	Ah7G03510.1	577.7	292	https://v10-1.orthodb.org/?query=92418at33090	NmrA-like domain
92418at33090	Duplicated	Ah7G03450.1	575.8	292	https://v10-1.orthodb.org/?query=92418at33090	NmrA-like domain
92579at33090	Complete	Ah5G29380.2	471.9	306	https://v10-1.orthodb.org/?query=92579at33090	Ubiquitin-associated domain
95807at33090	Complete	Ah1G06130.1	490.5	371	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
96953at33090	Complete	Ah4G37580.1	372.5	270	https://v10-1.orthodb.org/?query=96953at33090	WD40-repeat-containing domain
97593at33090	Complete	Ah5G00060.2	443.3	329	https://v10-1.orthodb.org/?query=97593at33090	Origin recognition complex subunit 4
101241at33090	Complete	Ah5G11280.1	524.7	341	https://v10-1.orthodb.org/?query=101241at33090	Actin family
101701at33090	Complete	Ah5G26630.1	795.8	530	https://v10-1.orthodb.org/?query=101701at33090	Nucleotide-diphospho-sugar transferases
102307at33090	Complete	Ah4G32660.1	582.6	293	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
103267at33090	Complete	Ah8G30800.1	408.5	301	https://v10-1.orthodb.org/?query=103267at33090	RecQ-mediated genome instability protein 1
103382at33090	Complete	Ah2G17970.1	337.3	226	https://v10-1.orthodb.org/?query=103382at33090	Oxoglutarate/iron-dependent dioxygenase
104218at33090	Missing
104557at33090	Complete	Ah1G04270.1	592.7	331	https://v10-1.orthodb.org/?query=104557at33090	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
104821at33090	Complete	Ah3G41220.1	507.0	306	https://v10-1.orthodb.org/?query=104821at33090	RNA 2-O ribose methyltransferase, substrate binding
104867at33090	Complete	Ah4G13280.1	917.8	591	https://v10-1.orthodb.org/?query=104867at33090	Chorismate-utilising enzyme, C-terminal
105044at33090	Complete	Ah2G29130.1	913.7	596	https://v10-1.orthodb.org/?query=105044at33090	Helicase, C-terminal
105782at33090	Complete	Ah1G29500.1	427.8	271	https://v10-1.orthodb.org/?query=105782at33090	CobW/HypB/UreG, nucleotide-binding domain
105867at33090	Complete	Ah8G30890.1	491.1	301	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
106769at33090	Complete	Ah4G10100.1	614.6	325	https://v10-1.orthodb.org/?query=106769at33090	Ribosomal protein S5 domain 2-type fold
106886at33090	Complete	Ah3G27830.1	358.5	275	https://v10-1.orthodb.org/?query=106886at33090	Cell division control protein 73, C-terminal
107107at33090	Complete	Ah7G34540.1	470.3	365	https://v10-1.orthodb.org/?query=107107at33090	PUB domain
107413at33090	Complete	Ah6G23690.3	582.9	375	https://v10-1.orthodb.org/?query=107413at33090	GPI mannosyltransferase 1
108705at33090	Complete	Ah7G25180.2	462.6	360	https://v10-1.orthodb.org/?query=108705at33090	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
109586at33090	Complete	Ah5G25780.1	776.2	450	https://v10-1.orthodb.org/?query=109586at33090	Aminoacyl-tRNA synthetase, class Ia
109823at33090	Complete	Ah2G24160.1	449.4	264	https://v10-1.orthodb.org/?query=109823at33090	Domain of unknown function DUF1995
110222at33090	Complete	Ah2G12950.1	488.7	379	https://v10-1.orthodb.org/?query=110222at33090	DnaJ domain
110225at33090	Complete	Ah5G15900.2	784.6	467	https://v10-1.orthodb.org/?query=110225at33090	Bacterial bifunctional deaminase-reductase, C-terminal
111210at33090	Complete	Ah3G12100.1	471.2	271	https://v10-1.orthodb.org/?query=111210at33090	HAD superfamily
111213at33090	Complete	Ah4G00450.1	407.0	245	https://v10-1.orthodb.org/?query=111213at33090	NAD-dependent epimerase/dehydratase
111249at33090	Complete	Ah6G10920.1	387.2	272	https://v10-1.orthodb.org/?query=111249at33090	Predicted protein
111924at33090	Complete	Ah8G33670.1	419.1	279	https://v10-1.orthodb.org/?query=111924at33090	Ankyrin repeat-containing domain
112238at33090	Complete	Ah6G38680.1	763.0	529	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112325at33090	Complete	Ah4G33770.1	361.6	292	https://v10-1.orthodb.org/?query=112325at33090	Sister chromatid cohesion protein Dcc1
112461at33090	Complete	Ah7G02110.1	665.1	387	https://v10-1.orthodb.org/?query=112461at33090	FAD-linked oxidase, C-terminal
112542at33090	Complete	Ah8G19590.3	457.6	246	https://v10-1.orthodb.org/?query=112542at33090	Cytochrome C biogenesis protein, transmembrane domain
113024at33090	Missing
114996at33090	Complete	Ah6G14670.1	1248.1	938	https://v10-1.orthodb.org/?query=114996at33090	Elongator complex protein 1
115240at33090	Complete	Ah3G15080.1	495.4	339	https://v10-1.orthodb.org/?query=115240at33090	Ubiquitin domain
115992at33090	Complete	Ah8G32220.1	427.8	254	https://v10-1.orthodb.org/?query=115992at33090	WD40 repeat
116411at33090	Complete	Ah7G09520.1	366.8	258	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116516at33090	Complete	Ah3G42880.1	610.0	355	https://v10-1.orthodb.org/?query=116516at33090	SecY/SEC61-alpha family
116585at33090	Complete	Ah4G08790.2	459.3	300	https://v10-1.orthodb.org/?query=116585at33090	Zinc finger, RING-type
116623at33090	Complete	Ah8G31150.1	357.4	274	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
117191at33090	Complete	Ah3G40540.1	426.2	280	https://v10-1.orthodb.org/?query=117191at33090	NAD(P)-binding domain
117247at33090	Complete	Ah6G35010.1	475.5	272	https://v10-1.orthodb.org/?query=117247at33090	Protein phosphatase methylesterase 1
119439at33090	Complete	Ah4G24600.2	509.5	338	https://v10-1.orthodb.org/?query=119439at33090	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
120031at33090	Complete	Ah7U00130.1	369.0	299	https://v10-1.orthodb.org/?query=120031at33090	FAD dependent oxidoreductase
120338at33090	Missing
120455at33090	Complete	Ah3G22530.1	394.8	228	https://v10-1.orthodb.org/?query=120455at33090	Uracil-DNA glycosylase
120589at33090	Complete	Ah3G05870.1	674.6	426	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
121281at33090	Complete	Ah2G15780.1	420.4	276	https://v10-1.orthodb.org/?query=121281at33090	Formyl transferase, C-terminal
121303at33090	Missing
122367at33090	Complete	Ah3G10390.1	479.9	335	https://v10-1.orthodb.org/?query=122367at33090	Amine oxidase
122422at33090	Complete	Ah6G34470.1	407.2	247	https://v10-1.orthodb.org/?query=122422at33090	Short-chain dehydrogenase/reductase SDR
122831at33090	Complete	Ah2G06910.1	462.7	320	https://v10-1.orthodb.org/?query=122831at33090	Helicase, C-terminal
122958at33090	Complete	Ah22U00150.1	464.2	270	https://v10-1.orthodb.org/?query=122958at33090	Leucine carboxyl methyltransferase 1
123838at33090	Complete	Ah1G13150.1	360.1	242	https://v10-1.orthodb.org/?query=123838at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
125550at33090	Duplicated	Ah3G15040.1	171.3	148	https://v10-1.orthodb.org/?query=125550at33090	Regulatory protein RecX
125550at33090	Duplicated	Ah5G06110.1	168.6	150	https://v10-1.orthodb.org/?query=125550at33090	Regulatory protein RecX
125747at33090	Complete	Ah4G00580.1	267.6	203	https://v10-1.orthodb.org/?query=125747at33090	Predicted protein
126138at33090	Complete	Ah4G22240.1	613.8	439	https://v10-1.orthodb.org/?query=126138at33090	DnaJ domain
126427at33090	Complete	Ah6G44040.3	380.8	257	https://v10-1.orthodb.org/?query=126427at33090	RmlD-like substrate binding domain
127059at33090	Duplicated	Ah4G07700.1	577.1	320	https://v10-1.orthodb.org/?query=127059at33090	Aminoacyl-tRNA synthetase, class Ic
127059at33090	Duplicated	Ah3G34270.1	501.4	295	https://v10-1.orthodb.org/?query=127059at33090	Aminoacyl-tRNA synthetase, class Ic
128774at33090	Complete	Ah3G22920.1	281.8	220	https://v10-1.orthodb.org/?query=128774at33090	Proteasome assembly chaperone 2
130268at33090	Complete	Ah1G26730.1	398.7	241	https://v10-1.orthodb.org/?query=130268at33090	Methyltransferase type 11
130279at33090	Complete	Ah1G49510.1	368.3	237	https://v10-1.orthodb.org/?query=130279at33090	Plastid lipid-associated protein/fibrillin conserved domain
130637at33090	Complete	Ah8G30880.1	470.2	288	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
131556at33090	Complete	Ah1G37740.1	489.0	295	https://v10-1.orthodb.org/?query=131556at33090	SUF system FeS cluster assembly, SufBD
131874at33090	Complete	Ah7G15700.1	881.2	529	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131914at33090	Complete	Ah1G29380.1	301.9	215	https://v10-1.orthodb.org/?query=131914at33090	Aspartate/glutamate/uridylate kinase
133112at33090	Complete	Ah3G03650.1	331.4	232	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133622at33090	Complete	Ah8G34320.1	382.1	329	https://v10-1.orthodb.org/?query=133622at33090	OTU domain
134078at33090	Complete	Ah1G48880.1	465.9	270	https://v10-1.orthodb.org/?query=134078at33090	Pseudouridine-5'-phosphate glycosidase
135419at33090	Complete	Ah6G20440.1	493.7	282	https://v10-1.orthodb.org/?query=135419at33090	NAD(P)-binding domain
135892at33090	Complete	Ah1G31780.1	718.9	418	https://v10-1.orthodb.org/?query=135892at33090	Pyridoxal phosphate-dependent transferase
136118at33090	Complete	Ah3G40580.1	781.7	450	https://v10-1.orthodb.org/?query=136118at33090	WD40 repeat
136267at33090	Complete	Ah7G13910.1	313.7	252	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136579at33090	Complete	Ah7G39830.4	392.6	316	https://v10-1.orthodb.org/?query=136579at33090	HI0933-like insert domain superfamily
137018at33090	Complete	Ah6G24930.1	544.4	286	https://v10-1.orthodb.org/?query=137018at33090	Photosynthesis system II assembly factor Ycf48/Hcf136
137771at33090	Complete	Ah8G13950.1	918.4	529	https://v10-1.orthodb.org/?query=137771at33090	Kelch repeat type 1
137787at33090	Complete	Ah7G12440.1	587.4	478	https://v10-1.orthodb.org/?query=137787at33090	U3 small nucleolar RNA-associated protein 6
138499at33090	Missing
138782at33090	Complete	Ah6G30010.3	433.7	250	https://v10-1.orthodb.org/?query=138782at33090	Domain of unknown function DUF1995
139062at33090	Complete	Ah4G23550.2	361.6	263	https://v10-1.orthodb.org/?query=139062at33090	Vps72/YL1, C-terminal
139450at33090	Complete	Ah6G23900.2	294.7	240	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Complete	Ah6G17330.1	1093.0	878	https://v10-1.orthodb.org/?query=139497at33090	Structural maintenance of chromosomes protein 5
140683at33090	Complete	Ah2U00150.2	213.8	186	https://v10-1.orthodb.org/?query=140683at33090	Glycerol kinase
140876at33090	Complete	Ah6G12550.1	356.0	214	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
141370at33090	Complete	Ah6G13320.1	373.6	211	https://v10-1.orthodb.org/?query=141370at33090	Integral membrane protein TerC
141861at33090	Complete	Ah4G01880.2	219.9	147	https://v10-1.orthodb.org/?query=141861at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
142077at33090	Duplicated	Ah2G28430.1	418.2	242	https://v10-1.orthodb.org/?query=142077at33090	Chlorophyll A-B binding protein
142077at33090	Duplicated	Ah2G28580.1	418.2	242	https://v10-1.orthodb.org/?query=142077at33090	Chlorophyll A-B binding protein
142382at33090	Complete	Ah1G54110.1	281.7	197	https://v10-1.orthodb.org/?query=142382at33090	PDZ domain
142433at33090	Complete	Ah7G00110.1	295.2	230	https://v10-1.orthodb.org/?query=142433at33090	tRNA/rRNA methyltransferase, SpoU type
143102at33090	Complete	Ah3G05890.1	507.5	291	https://v10-1.orthodb.org/?query=143102at33090	EamA domain
143347at33090	Complete	Ah1G43870.1	368.7	227	https://v10-1.orthodb.org/?query=143347at33090	Tetrapyrrole methylase
143963at33090	Complete	Ah5G03990.1	247.3	183	https://v10-1.orthodb.org/?query=143963at33090	SnoaL-like domain
143978at33090	Missing
