gene_id	dataset_index	tip	branch	t	N	S	omega	dN	dS	lnL	kappa	is_terminal	qc_flag
105867at33090	11	a_halleri	5..1	0.053	949.3	331.7	0.1578	0.0074	0.047	-2236.360032	2.40996	True	ok
105867at33090	11	a_thaliana	5..2	0.078	949.3	331.7	0.0648	0.0055	0.0842	-2236.360032	2.40996	True	ok
106769at33090	12	c_grandiflora	4..3	0.072	865.3	283.7	0.0772	0.006	0.0784	-1980.434256	2.11438	True	ok
106769at33090	12		4..5	0.032	865.3	283.7	0.0772	0.0027	0.0349	-1980.434256	2.11438	False	ok
106769at33090	12	a_halleri	5..1	0.083	865.3	283.7	0.0937	0.0082	0.0873	-1980.434256	2.11438	True	ok
106769at33090	12	a_thaliana	5..2	0.076	865.3	283.7	0.0772	0.0064	0.0834	-1980.434256	2.11438	True	ok
106886at33090	13	c_grandiflora	4..3	0.106	980.8	261.2	0.0475	0.0068	0.1432	-2207.669595	1.54686	True	ok
106886at33090	13		4..5	0.078	980.8	261.2	0.0475	0.005	0.1052	-2207.669595	1.54686	False	ok
106886at33090	13	a_halleri	5..1	0.043	980.8	261.2	0.0001	0.0	0.0687	-2207.669595	1.54686	True	omega_boundary
106886at33090	13	a_thaliana	5..2	0.155	980.8	261.2	0.0475	0.0099	0.2084	-2207.669595	1.54686	True	ok
107107at33090	14	c_grandiflora	4..3	0.127	1180.6	343.4	0.3632	0.0304	0.0836	-2880.679016	1.41994	True	ok
107107at33090	14		4..5	0.071	1180.6	343.4	0.3632	0.017	0.0467	-2880.679016	1.41994	False	ok
107107at33090	14	a_halleri	5..1	0.084	1180.6	343.4	0.172	0.0134	0.0779	-2880.679016	1.41994	True	ok
107107at33090	14	a_thaliana	5..2	0.083	1180.6	343.4	0.3632	0.0198	0.0546	-2880.679016	1.41994	True	ok
108705at33090	15	c_grandiflora	4..3	0.113	1017.7	377.3	0.1679	0.0161	0.096	-2600.125711	1.83843	True	ok
108705at33090	15		4..5	0.056	1017.7	377.3	0.1679	0.008	0.0479	-2600.125711	1.83843	False	ok
108705at33090	15	a_halleri	5..1	0.088	1017.7	377.3	0.1599	0.0121	0.0759	-2600.125711	1.83843	True	ok
108705at33090	15	a_thaliana	5..2	0.103	1017.7	377.3	0.1679	0.0147	0.0877	-2600.125711	1.83843	True	ok
10924at33090	16	c_grandiflora	4..3	0.091	2197.5	694.5	0.2063	0.0157	0.0763	-5047.095045	1.95732	True	ok
10924at33090	16		4..5	0.077	2197.5	694.5	0.2063	0.0133	0.0646	-5047.095045	1.95732	False	ok
10924at33090	16	a_halleri	5..1	0.045	2197.5	694.5	0.2189	0.0081	0.0368	-5047.095045	1.95732	True	ok
10924at33090	16	a_thaliana	5..2	0.042	2197.5	694.5	0.2063	0.0073	0.0355	-5047.095045	1.95732	True	ok
109586at33090	17	c_grandiflora	4..3	0.042	1150.3	391.7	0.1493	0.0057	0.0383	-2771.557133	1.67048	True	ok
109586at33090	17		4..5	0.113	1150.3	391.7	0.1493	0.0154	0.1032	-2771.557133	1.67048	False	ok
109586at33090	17	a_halleri	5..1	0.046	1150.3	391.7	0.0836	0.0041	0.0486	-2771.557133	1.67048	True	ok
109586at33090	17	a_thaliana	5..2	0.107	1150.3	391.7	0.1493	0.0145	0.0972	-2771.557133	1.67048	True	ok
109823at33090	18	c_grandiflora	4..3	0.075	771.2	296.8	0.1158	0.008	0.0687	-1825.965353	2.70889	True	ok
109823at33090	18		4..5	0.109	771.2	296.8	0.1158	0.0117	0.1008	-1825.965353	2.70889	False	ok
109823at33090	18	a_halleri	5..1	0.028	771.2	296.8	0.0974	0.0026	0.0264	-1825.965353	2.70889	True	ok
109823at33090	18	a_thaliana	5..2	0.041	771.2	296.8	0.1158	0.0044	0.0378	-1825.965353	2.70889	True	ok
110222at33090	19	c_grandiflora	4..3	0.151	1373.0	391.0	0.19	0.0259	0.1366	-3257.883819	1.42021	True	ok
110222at33090	19		4..5	0.087	1373.0	391.0	0.19	0.0149	0.0784	-3257.883819	1.42021	False	ok
110222at33090	19	a_halleri	5..1	0.059	1373.0	391.0	0.1869	0.0101	0.054	-3257.883819	1.42021	True	ok
110222at33090	19	a_thaliana	5..2	0.079	1373.0	391.0	0.19	0.0136	0.0717	-3257.883819	1.42021	True	ok
111210at33090	20	c_grandiflora	4..3	0.121	826.5	268.5	0.1355	0.0158	0.1165	-1909.917337	1.91187	True	ok
111210at33090	20		4..5	0.081	826.5	268.5	0.1355	0.0105	0.0776	-1909.917337	1.91187	False	ok
111210at33090	20	a_halleri	5..1	0.04	826.5	268.5	0.0826	0.0036	0.0434	-1909.917337	1.91187	True	ok
111210at33090	20	a_thaliana	5..2	0.044	826.5	268.5	0.1355	0.0058	0.0426	-1909.917337	1.91187	True	ok
111213at33090	1	c_grandiflora	4..3	0.084	746.6	294.4	0.1494	0.0108	0.072	-1812.982091	2.39455	True	ok
111213at33090	1		4..5	0.034	746.6	294.4	0.1494	0.0043	0.0291	-1812.982091	2.39455	False	ok
111213at33090	1	a_halleri	5..1	0.067	746.6	294.4	0.1802	0.0097	0.0541	-1812.982091	2.39455	True	ok
111213at33090	1	a_thaliana	5..2	0.063	746.6	294.4	0.1494	0.008	0.0538	-1812.982091	2.39455	True	ok
111249at33090	2	c_grandiflora	4..3	0.144	912.0	297.0	0.2712	0.0289	0.1065	-2392.51047	1.49502	True	ok
111249at33090	2		4..5	0.146	912.0	297.0	0.2712	0.0293	0.108	-2392.51047	1.49502	False	ok
111249at33090	2	a_halleri	5..1	0.066	912.0	297.0	0.293	0.0139	0.0474	-2392.51047	1.49502	True	ok
111249at33090	2	a_thaliana	5..2	0.11	912.0	297.0	0.2712	0.0221	0.0814	-2392.51047	1.49502	True	ok
111924at33090	3	c_grandiflora	4..3	0.073	742.9	232.1	0.0985	0.0077	0.0782	-1737.949436	1.98347	True	ok
111924at33090	3		4..5	0.129	742.9	232.1	0.0985	0.0136	0.1379	-1737.949436	1.98347	False	ok
111924at33090	3	a_halleri	5..1	0.06	742.9	232.1	0.0919	0.006	0.0652	-1737.949436	1.98347	True	ok
111924at33090	3	a_thaliana	5..2	0.079	742.9	232.1	0.0985	0.0083	0.0846	-1737.949436	1.98347	True	ok
112325at33090	4	c_grandiflora	4..3	0.176	860.5	255.5	0.1147	0.0212	0.1844	-2095.932919	1.97395	True	ok
112325at33090	4		4..5	0.113	860.5	255.5	0.1147	0.0137	0.1191	-2095.932919	1.97395	False	ok
112325at33090	4	a_halleri	5..1	0.078	860.5	255.5	0.1126	0.0093	0.0825	-2095.932919	1.97395	True	ok
112325at33090	4	a_thaliana	5..2	0.084	860.5	255.5	0.1147	0.0101	0.0878	-2095.932919	1.97395	True	ok
112461at33090	5	c_grandiflora	4..3	0.096	1284.7	389.3	0.1227	0.012	0.0977	-2937.29351	1.5862	True	ok
112461at33090	5		4..5	0.117	1284.7	389.3	0.1227	0.0147	0.1197	-2937.29351	1.5862	False	ok
112461at33090	5	a_halleri	5..1	0.038	1284.7	389.3	0.2634	0.0077	0.0292	-2937.29351	1.5862	True	ok
112461at33090	5	a_thaliana	5..2	0.042	1284.7	389.3	0.1227	0.0052	0.0425	-2937.29351	1.5862	True	ok
112542at33090	6	c_grandiflora	4..3	0.037	765.1	299.9	0.1771	0.0054	0.0304	-1886.017461	2.59042	True	ok
112542at33090	6		4..5	0.063	765.1	299.9	0.1771	0.0091	0.0512	-1886.017461	2.59042	False	ok
112542at33090	6	a_halleri	5..1	0.089	765.1	299.9	0.1875	0.0134	0.0714	-1886.017461	2.59042	True	ok
112542at33090	6	a_thaliana	5..2	0.087	765.1	299.9	0.1771	0.0125	0.0706	-1886.017461	2.59042	True	ok
114996at33090	7	c_grandiflora	4..3	0.052	2996.6	948.4	0.2126	0.0092	0.043	-6818.820111	1.75846	True	ok
114996at33090	7		4..5	0.082	2996.6	948.4	0.2126	0.0145	0.0684	-6818.820111	1.75846	False	ok
114996at33090	7	a_halleri	5..1	0.045	2996.6	948.4	0.1651	0.0067	0.0406	-6818.820111	1.75846	True	ok
114996at33090	7	a_thaliana	5..2	0.061	2996.6	948.4	0.2126	0.0108	0.0506	-6818.820111	1.75846	True	ok
115240at33090	8	c_grandiflora	4..3	0.143	923.0	319.0	0.0859	0.0128	0.149	-2151.563677	2.36993	True	ok
115240at33090	8		4..5	0.069	923.0	319.0	0.0859	0.0061	0.0713	-2151.563677	2.36993	False	ok
115240at33090	8	a_halleri	5..1	0.04	923.0	319.0	0.0218	0.0011	0.0486	-2151.563677	2.36993	True	ok
115240at33090	8	a_thaliana	5..2	0.06	923.0	319.0	0.0859	0.0054	0.0626	-2151.563677	2.36993	True	ok
115992at33090	9	c_grandiflora	4..3	0.04	648.8	248.2	0.0264	0.0012	0.0451	-1498.061354	3.19996	True	ok
115992at33090	9		4..5	0.112	648.8	248.2	0.0264	0.0033	0.1267	-1498.061354	3.19996	False	ok
115992at33090	9	a_halleri	5..1	0.039	648.8	248.2	0.0363	0.0016	0.0432	-1498.061354	3.19996	True	ok
115992at33090	9	a_thaliana	5..2	0.058	648.8	248.2	0.0264	0.0017	0.0652	-1498.061354	3.19996	True	ok
116411at33090	10	c_grandiflora	4..3	0.053	822.2	272.8	0.1184	0.0062	0.0521	-1864.163483	1.95045	True	ok
116411at33090	10		4..5	0.062	822.2	272.8	0.1184	0.0073	0.0615	-1864.163483	1.95045	False	ok
116411at33090	10	a_halleri	5..1	0.051	822.2	272.8	0.04	0.0024	0.0611	-1864.163483	1.95045	True	ok
116411at33090	10	a_thaliana	5..2	0.067	822.2	272.8	0.1184	0.0078	0.0663	-1864.163483	1.95045	True	ok
116516at33090	11	c_grandiflora	4..3	0.074	1216.8	427.2	0.0865	0.0066	0.076	-2833.218144	2.23686	True	ok
116516at33090	11		4..5	0.037	1216.8	427.2	0.0865	0.0033	0.0381	-2833.218144	2.23686	False	ok
116516at33090	11	a_halleri	5..1	0.058	1216.8	427.2	0.1257	0.0069	0.0545	-2833.218144	2.23686	True	ok
116516at33090	11	a_thaliana	5..2	0.083	1216.8	427.2	0.0865	0.0074	0.0854	-2833.218144	2.23686	True	ok
116585at33090	12	c_grandiflora	4..3	0.128	845.0	277.0	0.1526	0.018	0.1178	-2054.300958	1.69486	True	ok
116585at33090	12		4..5	0.123	845.0	277.0	0.1526	0.0173	0.1132	-2054.300958	1.69486	False	ok
116585at33090	12	a_halleri	5..1	0.037	845.0	277.0	0.1154	0.0043	0.0369	-2054.300958	1.69486	True	ok
116585at33090	12	a_thaliana	5..2	0.068	845.0	277.0	0.1526	0.0096	0.0628	-2054.300958	1.69486	True	ok
116623at33090	13	c_grandiflora	4..3	0.111	913.7	298.3	0.2536	0.0215	0.085	-2358.643807	1.95552	True	ok
116623at33090	13		4..5	0.084	913.7	298.3	0.2536	0.0163	0.0644	-2358.643807	1.95552	False	ok
116623at33090	13	a_halleri	5..1	0.128	913.7	298.3	0.1229	0.0154	0.1256	-2358.643807	1.95552	True	ok
116623at33090	13	a_thaliana	5..2	0.1	913.7	298.3	0.2536	0.0193	0.0762	-2358.643807	1.95552	True	ok
117191at33090	14	c_grandiflora	4..3	0.091	862.8	343.2	0.0872	0.0076	0.0876	-2060.520581	2.87553	True	ok
117191at33090	14		4..5	0.054	862.8	343.2	0.0872	0.0045	0.0522	-2060.520581	2.87553	False	ok
117191at33090	14	a_halleri	5..1	0.06	862.8	343.2	0.0566	0.0035	0.0615	-2060.520581	2.87553	True	ok
117191at33090	14	a_thaliana	5..2	0.051	862.8	343.2	0.0872	0.0043	0.0489	-2060.520581	2.87553	True	ok
117247at33090	15	c_grandiflora	4..3	0.045	776.7	264.3	0.109	0.0049	0.0452	-1850.56602	2.07428	True	ok
117247at33090	15		4..5	0.096	776.7	264.3	0.109	0.0105	0.0959	-1850.56602	2.07428	False	ok
117247at33090	15	a_halleri	5..1	0.089	776.7	264.3	0.1015	0.0091	0.0897	-1850.56602	2.07428	True	ok
117247at33090	15	a_thaliana	5..2	0.077	776.7	264.3	0.109	0.0084	0.077	-1850.56602	2.07428	True	ok
11800at33090	16	c_grandiflora	4..3	0.11	2847.9	947.1	0.0659	0.0081	0.1226	-6771.895788	2.10786	True	ok
11800at33090	16		4..5	0.096	2847.9	947.1	0.0659	0.0071	0.1071	-6771.895788	2.10786	False	ok
11800at33090	16	a_halleri	5..1	0.073	2847.9	947.1	0.1054	0.0078	0.0743	-6771.895788	2.10786	True	ok
11800at33090	16	a_thaliana	5..2	0.076	2847.9	947.1	0.0659	0.0056	0.0844	-6771.895788	2.10786	True	ok
119439at33090	17	c_grandiflora	4..3	0.099	1010.2	393.8	0.0817	0.0079	0.0971	-2509.708124	1.97173	True	ok
119439at33090	17		4..5	0.149	1010.2	393.8	0.0817	0.0119	0.1459	-2509.708124	1.97173	False	ok
119439at33090	17	a_halleri	5..1	0.047	1010.2	393.8	0.1908	0.0071	0.0373	-2509.708124	1.97173	True	ok
119439at33090	17	a_thaliana	5..2	0.07	1010.2	393.8	0.0817	0.0056	0.0683	-2509.708124	1.97173	True	ok
120031at33090	18	c_grandiflora	4..3	0.079	922.8	331.2	0.3069	0.0165	0.0537	-2360.578103	2.35832	True	ok
120031at33090	18		4..5	0.131	922.8	331.2	0.3069	0.0274	0.0892	-2360.578103	2.35832	False	ok
120031at33090	18	a_halleri	5..1	0.047	922.8	331.2	0.8083	0.0148	0.0183	-2360.578103	2.35832	True	ok
120031at33090	18	a_thaliana	5..2	0.097	922.8	331.2	0.3069	0.0202	0.0657	-2360.578103	2.35832	True	ok
120455at33090	19	c_grandiflora	4..3	0.058	706.3	280.7	0.2209	0.0096	0.0435	-1811.546058	2.80156	True	ok
120455at33090	19		4..5	0.108	706.3	280.7	0.2209	0.0179	0.0811	-1811.546058	2.80156	False	ok
120455at33090	19	a_halleri	5..1	0.079	706.3	280.7	0.1983	0.0123	0.0619	-1811.546058	2.80156	True	ok
120455at33090	19	a_thaliana	5..2	0.083	706.3	280.7	0.2209	0.0139	0.0628	-1811.546058	2.80156	True	ok
120589at33090	20	c_grandiflora	4..3	0.011	1227.4	359.6	0.0482	0.0007	0.0143	-2666.106681	1.26917	True	ok
120589at33090	20		4..5	0.102	1227.4	359.6	0.0482	0.0062	0.1294	-2666.106681	1.26917	False	ok
120589at33090	20	a_halleri	5..1	0.059	1227.4	359.6	0.0711	0.0049	0.0694	-2666.106681	1.26917	True	ok
120589at33090	20	a_thaliana	5..2	0.076	1227.4	359.6	0.0482	0.0046	0.0959	-2666.106681	1.26917	True	ok
121281at33090	1	c_grandiflora	4..3	0.098	771.5	293.5	0.1791	0.0145	0.081	-1978.927475	2.72083	True	ok
121281at33090	1		4..5	0.094	771.5	293.5	0.1791	0.0139	0.0776	-1978.927475	2.72083	False	ok
121281at33090	1	a_halleri	5..1	0.074	771.5	293.5	0.1726	0.0106	0.0612	-1978.927475	2.72083	True	ok
121281at33090	1	a_thaliana	5..2	0.1	771.5	293.5	0.1791	0.0148	0.0825	-1978.927475	2.72083	True	ok
122367at33090	2	c_grandiflora	4..3	0.094	1009.7	418.3	0.243	0.0165	0.0678	-2772.357103	2.24422	True	ok
122367at33090	2		4..5	0.113	1009.7	418.3	0.243	0.0197	0.0812	-2772.357103	2.24422	False	ok
122367at33090	2	a_halleri	5..1	0.066	1009.7	418.3	0.3137	0.0134	0.0428	-2772.357103	2.24422	True	ok
122367at33090	2	a_thaliana	5..2	0.126	1009.7	418.3	0.243	0.022	0.0905	-2772.357103	2.24422	True	ok
122422at33090	3	c_grandiflora	4..3	0.053	733.0	233.0	0.0861	0.0049	0.0571	-1686.142066	1.76482	True	ok
122422at33090	3		4..5	0.103	733.0	233.0	0.0861	0.0097	0.1125	-1686.142066	1.76482	False	ok
122422at33090	3	a_halleri	5..1	0.067	733.0	233.0	0.0515	0.0041	0.0798	-1686.142066	1.76482	True	ok
122422at33090	3	a_thaliana	5..2	0.081	733.0	233.0	0.0861	0.0076	0.0878	-1686.142066	1.76482	True	ok
122831at33090	4	c_grandiflora	4..3	0.082	1240.9	373.1	0.1502	0.0118	0.0789	-2919.959758	1.99038	True	ok
122831at33090	4		4..5	0.064	1240.9	373.1	0.1502	0.0092	0.0613	-2919.959758	1.99038	False	ok
122831at33090	4	a_halleri	5..1	0.091	1240.9	373.1	0.0848	0.0087	0.1023	-2919.959758	1.99038	True	ok
122831at33090	4	a_thaliana	5..2	0.097	1240.9	373.1	0.1502	0.0141	0.0936	-2919.959758	1.99038	True	ok
122958at33090	5	c_grandiflora	4..3	0.093	766.4	229.6	0.1223	0.0116	0.0951	-1775.950964	1.14771	True	ok
122958at33090	5		4..5	0.077	766.4	229.6	0.1223	0.0097	0.0794	-1775.950964	1.14771	False	ok
122958at33090	5	a_halleri	5..1	0.043	766.4	229.6	0.4623	0.0113	0.0245	-1775.950964	1.14771	True	ok
122958at33090	5	a_thaliana	5..2	0.085	766.4	229.6	0.1223	0.0106	0.087	-1775.950964	1.14771	True	ok
123838at33090	6	c_grandiflora	4..3	0.137	780.6	254.4	0.1736	0.0211	0.1214	-1954.096463	2.34292	True	ok
123838at33090	6		4..5	0.12	780.6	254.4	0.1736	0.0184	0.1059	-1954.096463	2.34292	False	ok
123838at33090	6	a_halleri	5..1	0.071	780.6	254.4	0.2124	0.0124	0.0585	-1954.096463	2.34292	True	ok
123838at33090	6	a_thaliana	5..2	0.094	780.6	254.4	0.1736	0.0144	0.0831	-1954.096463	2.34292	True	ok
125747at33090	7	c_grandiflora	4..3	0.054	759.1	224.9	0.131	0.0072	0.055	-1690.878002	1.39023	True	ok
125747at33090	7		4..5	0.089	759.1	224.9	0.131	0.0118	0.0897	-1690.878002	1.39023	False	ok
125747at33090	7	a_halleri	5..1	0.041	759.1	224.9	0.0878	0.0041	0.0466	-1690.878002	1.39023	True	ok
125747at33090	7	a_thaliana	5..2	0.07	759.1	224.9	0.131	0.0093	0.0709	-1690.878002	1.39023	True	ok
126138at33090	8	c_grandiflora	4..3	0.077	1209.1	404.9	0.1388	0.0101	0.0727	-2910.574954	1.84686	True	ok
126138at33090	8		4..5	0.127	1209.1	404.9	0.1388	0.0165	0.119	-2910.574954	1.84686	False	ok
126138at33090	8	a_halleri	5..1	0.042	1209.1	404.9	0.0657	0.0031	0.0469	-2910.574954	1.84686	True	ok
126138at33090	8	a_thaliana	5..2	0.085	1209.1	404.9	0.1388	0.011	0.0796	-2910.574954	1.84686	True	ok
126427at33090	9	c_grandiflora	4..3	0.12	721.4	244.6	0.2264	0.0215	0.095	-1864.16634	1.34657	True	ok
126427at33090	9		4..5	0.046	721.4	244.6	0.2264	0.0082	0.0364	-1864.16634	1.34657	False	ok
126427at33090	9	a_halleri	5..1	0.07	721.4	244.6	0.1854	0.0111	0.0598	-1864.16634	1.34657	True	ok
126427at33090	9	a_thaliana	5..2	0.157	721.4	244.6	0.2264	0.0281	0.1243	-1864.16634	1.34657	True	ok
128774at33090	10	c_grandiflora	4..3	0.093	623.0	220.0	0.1985	0.0152	0.0764	-1500.254864	4.18226	True	ok
128774at33090	10		4..5	0.105	623.0	220.0	0.1985	0.017	0.0859	-1500.254864	4.18226	False	ok
128774at33090	10	a_halleri	5..1	0.034	623.0	220.0	0.6127	0.0097	0.0158	-1500.254864	4.18226	True	ok
128774at33090	10	a_thaliana	5..2	0.079	623.0	220.0	0.1985	0.0129	0.065	-1500.254864	4.18226	True	ok
130268at33090	11	c_grandiflora	4..3	0.094	804.9	260.1	0.1181	0.0111	0.0937	-1953.048811	1.53144	True	ok
130268at33090	11		4..5	0.091	804.9	260.1	0.1181	0.0107	0.0906	-1953.048811	1.53144	False	ok
130268at33090	11	a_halleri	5..1	0.059	804.9	260.1	0.0492	0.0035	0.0704	-1953.048811	1.53144	True	ok
130268at33090	11	a_thaliana	5..2	0.109	804.9	260.1	0.1181	0.0128	0.1087	-1953.048811	1.53144	True	ok
130279at33090	12	c_grandiflora	4..3	0.059	904.1	319.9	0.1659	0.0085	0.051	-2245.993831	3.24834	True	ok
130279at33090	12		4..5	0.082	904.1	319.9	0.1659	0.0118	0.0712	-2245.993831	3.24834	False	ok
130279at33090	12	a_halleri	5..1	0.09	904.1	319.9	0.2041	0.0149	0.0728	-2245.993831	3.24834	True	ok
130279at33090	12	a_thaliana	5..2	0.113	904.1	319.9	0.1659	0.0163	0.0983	-2245.993831	3.24834	True	ok
13039at33090	13	c_grandiflora	4..3	0.109	2189.1	726.9	0.1077	0.0118	0.11	-5129.493492	2.39257	True	ok
13039at33090	13		4..5	0.034	2189.1	726.9	0.1077	0.0037	0.0345	-5129.493492	2.39257	False	ok
13039at33090	13	a_halleri	5..1	0.065	2189.1	726.9	0.1344	0.0084	0.0623	-5129.493492	2.39257	True	ok
13039at33090	13	a_thaliana	5..2	0.081	2189.1	726.9	0.1077	0.0088	0.0815	-5129.493492	2.39257	True	ok
130637at33090	14	c_grandiflora	4..3	0.078	1044.3	362.7	0.0852	0.0069	0.0808	-2474.197075	1.77537	True	ok
130637at33090	14		4..5	0.067	1044.3	362.7	0.0852	0.0059	0.0697	-2474.197075	1.77537	False	ok
130637at33090	14	a_halleri	5..1	0.081	1044.3	362.7	0.0896	0.0074	0.0828	-2474.197075	1.77537	True	ok
130637at33090	14	a_thaliana	5..2	0.065	1044.3	362.7	0.0852	0.0057	0.0672	-2474.197075	1.77537	True	ok
131556at33090	15	c_grandiflora	4..3	0.139	1068.5	350.5	0.1147	0.0159	0.1386	-2626.162565	1.51932	True	ok
131556at33090	15		4..5	0.087	1068.5	350.5	0.1147	0.01	0.0869	-2626.162565	1.51932	False	ok
131556at33090	15	a_halleri	5..1	0.042	1068.5	350.5	0.296	0.0088	0.0298	-2626.162565	1.51932	True	ok
131556at33090	15	a_thaliana	5..2	0.101	1068.5	350.5	0.1147	0.0116	0.1008	-2626.162565	1.51932	True	ok
131874at33090	16	c_grandiflora	4..3	0.102	1471.9	553.1	0.1295	0.0119	0.0921	-3606.974366	2.46005	True	ok
131874at33090	16		4..5	0.091	1471.9	553.1	0.1295	0.0107	0.0825	-3606.974366	2.46005	False	ok
131874at33090	16	a_halleri	5..1	0.054	1471.9	553.1	0.1445	0.0069	0.0479	-3606.974366	2.46005	True	ok
131874at33090	16	a_thaliana	5..2	0.059	1471.9	553.1	0.1295	0.0069	0.0536	-3606.974366	2.46005	True	ok
131914at33090	17	c_grandiflora	4..3	0.079	712.9	250.1	0.1073	0.0083	0.0777	-1698.364573	1.81368	True	ok
131914at33090	17		4..5	0.074	712.9	250.1	0.1073	0.0078	0.0725	-1698.364573	1.81368	False	ok
