# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
31855at33090	Complete	AT2G01320.3	966.1	531	https://v10-1.orthodb.org/?query=31855at33090	ABC-2 type transporter
32730at33090	Complete	AT5G09860.1	704.1	437	https://v10-1.orthodb.org/?query=32730at33090	THO complex, subunit THOC1
32923at33090	Complete	AT5G45900.1	1206.1	694	https://v10-1.orthodb.org/?query=32923at33090	Ubiquitin-like modifier-activating enzyme Atg7
33264at33090	Complete	AT5G15170.1	712.7	455	https://v10-1.orthodb.org/?query=33264at33090	Tyrosyl-DNA phosphodiesterase I
34517at33090	Complete	AT1G67930.1	990.1	663	https://v10-1.orthodb.org/?query=34517at33090	Conserved oligomeric Golgi complex subunit 5
35499at33090	Complete	AT4G30720.1	936.0	561	https://v10-1.orthodb.org/?query=35499at33090	FAD/NAD(P)-binding domain
35887at33090	Complete	AT5G16630.2	750.0	573	https://v10-1.orthodb.org/?query=35887at33090	Rad4 beta-hairpin domain 1
36284at33090	Complete	AT3G19720.1	1096.2	614	https://v10-1.orthodb.org/?query=36284at33090	Dynamin superfamily
37663at33090	Complete	AT5G20990.1	843.9	532	https://v10-1.orthodb.org/?query=37663at33090	MoeA, C-terminal, domain IV
37699at33090	Complete	AT3G16840.2	862.5	586	https://v10-1.orthodb.org/?query=37699at33090	ATP-dependent RNA helicase DEAD-box, conserved site
39913at33090	Complete	AT5G60600.1	1062.8	545	https://v10-1.orthodb.org/?query=39913at33090	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type
40630at33090	Complete	AT4G16630.1	969.6	534	https://v10-1.orthodb.org/?query=40630at33090	Helicase, C-terminal
41146at33090	Complete	AT2G43400.1	816.0	451	https://v10-1.orthodb.org/?query=41146at33090	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
41244at33090	Complete	AT4G26900.1	763.2	437	https://v10-1.orthodb.org/?query=41244at33090	Imidazole glycerol phosphate synthase hisHF
42407at33090	Complete	AT3G19840.1	897.1	619	https://v10-1.orthodb.org/?query=42407at33090	WW domain
43683at33090	Complete	AT2G40860.1	771.3	505	https://v10-1.orthodb.org/?query=43683at33090	PPM-type phosphatase domain
43957at33090	Complete	AT1G15440.1	1067.8	694	https://v10-1.orthodb.org/?query=43957at33090	WD40 repeat
44063at33090	Complete	AT5G64860.1	744.2	430	https://v10-1.orthodb.org/?query=44063at33090	4-alpha-glucanotransferase
44526at33090	Complete	AT3G07140.1	732.5	505	https://v10-1.orthodb.org/?query=44526at33090	GPI transamidase component PIG-T
46307at33090	Complete	AT4G34030.1	850.4	447	https://v10-1.orthodb.org/?query=46307at33090	Acetyl-coenzyme A carboxyltransferase, C-terminal
48027at33090	Complete	AT5G64050.1	824.0	428	https://v10-1.orthodb.org/?query=48027at33090	Aminoacyl-tRNA synthetase, class I, anticodon-binding
48290at33090	Complete	AT3G48380.3	701.0	461	https://v10-1.orthodb.org/?query=48290at33090	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
48645at33090	Complete	AT5G56900.2	667.2	480	https://v10-1.orthodb.org/?query=48645at33090	Cwf19-like, C-terminal domain-1
49092at33090	Complete	AT5G62530.1	901.0	460	https://v10-1.orthodb.org/?query=49092at33090	Aldehyde dehydrogenase domain
50512at33090	Complete	AT5G48340.1	393.9	349	https://v10-1.orthodb.org/?query=50512at33090	uncharacterized protein LOC107776719
50528at33090	Complete	AT4G10180.1	519.3	399	https://v10-1.orthodb.org/?query=50528at33090	Light-mediated development protein DET1
51214at33090	Complete	AT2G40700.1	635.5	417	https://v10-1.orthodb.org/?query=51214at33090	RNA helicase
51262at33090	Complete	AT1G28320.1	469.7	410	https://v10-1.orthodb.org/?query=51262at33090	Peroxisomal/glyoxysomal leader peptide-processing protease
52348at33090	Complete	AT5G63080.1	594.4	355	https://v10-1.orthodb.org/?query=52348at33090	JmjC domain
52435at33090	Complete	AT4G14210.1	928.2	454	https://v10-1.orthodb.org/?query=52435at33090	Amine oxidase
52795at33090	Complete	AT3G13490.1	743.5	424	https://v10-1.orthodb.org/?query=52795at33090	Lysine--tRNA ligase
53416at33090	Complete	AT2G44660.1	544.1	360	https://v10-1.orthodb.org/?query=53416at33090	Alpha-1,3-glucosyltransferase
53527at33090	Complete	AT2G40840.1	1254.7	788	https://v10-1.orthodb.org/?query=53527at33090	Glycoside hydrolase, family 77
55448at33090	Complete	AT5G52520.1	811.1	420	https://v10-1.orthodb.org/?query=55448at33090	Proline-tRNA ligase, class IIa
57004at33090	Complete	AT2G32640.1	735.9	449	https://v10-1.orthodb.org/?query=57004at33090	FAD/NAD(P)-binding domain superfamily
58672at33090	Complete	AT1G08550.3	455.9	308	https://v10-1.orthodb.org/?query=58672at33090	VDE lipocalin domain
60262at33090	Complete	AT5G07590.3	616.6	360	https://v10-1.orthodb.org/?query=60262at33090	WD40/YVTN repeat-like-containing domain superfamily
62262at33090	Complete	AT1G20410.1	411.8	313	https://v10-1.orthodb.org/?query=62262at33090	Pseudouridine synthase, catalytic domain superfamily
63411at33090	Complete	AT3G24430.1	666.0	370	https://v10-1.orthodb.org/?query=63411at33090	Fe-S cluster assembly domain superfamily
63853at33090	Complete	AT4G33030.1	660.7	345	https://v10-1.orthodb.org/?query=63853at33090	NAD-dependent epimerase/dehydratase
64272at33090	Complete	AT1G69070.2	827.9	712	https://v10-1.orthodb.org/?query=64272at33090	Nucleolar protein 14
65263at33090	Complete	AT5G66130.1	452.8	340	https://v10-1.orthodb.org/?query=65263at33090	P-loop containing nucleoside triphosphate hydrolase
67132at33090	Complete	AT3G20780.1	839.4	515	https://v10-1.orthodb.org/?query=67132at33090	DNA topoisomerase 6 subunit B
67389at33090	Complete	AT1G64600.1	553.2	416	https://v10-1.orthodb.org/?query=67389at33090	Ribosomal protein Rsm22-like
68169at33090	Complete	AT5G05680.1	794.2	638	https://v10-1.orthodb.org/?query=68169at33090	Nucleoporin Nup88
68537at33090	Complete	AT1G16570.2	527.7	366	https://v10-1.orthodb.org/?query=68537at33090	Glycosyltransferase subfamily 4-like, N-terminal domain
68957at33090	Complete	AT1G16900.1	662.8	432	https://v10-1.orthodb.org/?query=68957at33090	Mannosyltransferase
69073at33090	Complete	AT3G28700.1	467.1	296	https://v10-1.orthodb.org/?query=69073at33090	Protein arginine methyltransferase NDUFAF7
69137at33090	Complete	AT5G06830.1	635.6	456	https://v10-1.orthodb.org/?query=69137at33090	CDK5 regulatory subunit-associated protein 3
69505at33090	Complete	AT2G40570.1	561.5	385	https://v10-1.orthodb.org/?query=69505at33090	tRNA A64-2'-O-ribosylphosphate transferase
69614at33090	Duplicated	AT1G27840.3	555.7	377	https://v10-1.orthodb.org/?query=69614at33090	WD40 repeat
69614at33090	Duplicated	AT1G19750.1	548.7	369	https://v10-1.orthodb.org/?query=69614at33090	WD40 repeat
70613at33090	Complete	AT5G54080.2	719.5	374	https://v10-1.orthodb.org/?query=70613at33090	Homogentisate 1,2-dioxygenase
71620at33090	Complete	AT1G67320.3	509.5	352	https://v10-1.orthodb.org/?query=71620at33090	DNA primase large subunit
72992at33090	Complete	AT2G26460.1	597.4	445	https://v10-1.orthodb.org/?query=72992at33090	RED-like, N-terminal
74230at33090	Complete	AT2G23390.1	694.2	375	https://v10-1.orthodb.org/?query=74230at33090	Peptidogalycan biosysnthesis/recognition
74580at33090	Complete	AT3G07790.1	560.5	420	https://v10-1.orthodb.org/?query=74580at33090	Nuclear protein DGCR14/ESS-2
74742at33090	Complete	AT5G56740.1	350.4	298	https://v10-1.orthodb.org/?query=74742at33090	Histone acetyltransferase type B, catalytic subunit
75785at33090	Complete	AT5G62760.1	414.8	361	https://v10-1.orthodb.org/?query=75785at33090	P-loop containing nucleoside triphosphate hydrolase
76026at33090	Complete	AT3G21820.1	505.0	335	https://v10-1.orthodb.org/?query=76026at33090	SET domain
76849at33090	Complete	AT2G40550.1	703.9	468	https://v10-1.orthodb.org/?query=76849at33090	Mini-chromosome maintenance complex-binding protein
79950at33090	Complete	AT1G17850.2	425.0	288	https://v10-1.orthodb.org/?query=79950at33090	Rhodanese-like domain
83749at33090	Complete	AT2G04540.1	606.6	361	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
84114at33090	Complete	AT3G01060.1	630.5	345	https://v10-1.orthodb.org/?query=84114at33090	Protein of unknown function DUF4336
84264at33090	Complete	AT3G13225.2	650.4	698	https://v10-1.orthodb.org/?query=84264at33090	WW domain
87347at33090	Complete	AT3G21540.1	1174.8	747	https://v10-1.orthodb.org/?query=87347at33090	WD40 repeat
87734at33090	Complete	AT5G19210.2	280.0	241	https://v10-1.orthodb.org/?query=87734at33090	Helicase, C-terminal
88295at33090	Complete	AT3G14910.1	461.1	334	https://v10-1.orthodb.org/?query=88295at33090	Rab3-GAP regulatory subunit
88687at33090	Complete	AT3G05480.3	467.9	353	https://v10-1.orthodb.org/?query=88687at33090	Rad9/Ddc1
88771at33090	Complete	AT1G64430.2	557.8	391	https://v10-1.orthodb.org/?query=88771at33090	Tetratricopeptide-like helical domain superfamily
89796at33090	Complete	AT1G31780.1	893.3	553	https://v10-1.orthodb.org/?query=89796at33090	Conserved oligomeric Golgi complex subunit 6
90240at33090	Complete	AT1G54310.2	513.7	331	https://v10-1.orthodb.org/?query=90240at33090	Methyltransferase domain
90301at33090	Complete	AT1G08490.1	684.7	371	https://v10-1.orthodb.org/?query=90301at33090	Pyridoxal phosphate-dependent transferase
90872at33090	Complete	AT1G51610.1	640.8	338	https://v10-1.orthodb.org/?query=90872at33090	Cation efflux protein
92418at33090	Complete	AT4G35250.1	578.0	292	https://v10-1.orthodb.org/?query=92418at33090	NmrA-like domain
92579at33090	Complete	AT3G58460.2	470.3	306	https://v10-1.orthodb.org/?query=92579at33090	Ubiquitin-associated domain
95807at33090	Complete	AT1G06110.1	489.4	371	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
96953at33090	Complete	AT2G47790.1	374.0	269	https://v10-1.orthodb.org/?query=96953at33090	WD40-repeat-containing domain
97593at33090	Complete	AT2G01120.2	420.4	361	https://v10-1.orthodb.org/?query=97593at33090	Origin recognition complex subunit 4
101241at33090	Complete	AT3G33520.1	523.9	339	https://v10-1.orthodb.org/?query=101241at33090	Actin family
101701at33090	Complete	AT3G56040.1	795.6	535	https://v10-1.orthodb.org/?query=101701at33090	Nucleotide-diphospho-sugar transferases
102307at33090	Complete	AT2G43770.1	579.6	293	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
103267at33090	Complete	AT5G63540.2	409.3	302	https://v10-1.orthodb.org/?query=103267at33090	RecQ-mediated genome instability protein 1
103382at33090	Complete	AT1G68080.1	326.5	226	https://v10-1.orthodb.org/?query=103382at33090	Oxoglutarate/iron-dependent dioxygenase
104218at33090	Complete	AT1G55880.1	554.8	300	https://v10-1.orthodb.org/?query=104218at33090	Tryptophan synthase beta subunit-like PLP-dependent enzyme
104557at33090	Complete	AT1G04620.1	595.4	331	https://v10-1.orthodb.org/?query=104557at33090	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
104821at33090	Complete	AT2G19870.1	502.8	342	https://v10-1.orthodb.org/?query=104821at33090	RNA 2-O ribose methyltransferase, substrate binding
104867at33090	Complete	AT2G28880.1	917.0	587	https://v10-1.orthodb.org/?query=104867at33090	Chorismate-utilising enzyme, C-terminal
105044at33090	Complete	AT1G77030.1	913.9	599	https://v10-1.orthodb.org/?query=105044at33090	Helicase, C-terminal
105782at33090	Complete	AT1G26520.1	431.5	271	https://v10-1.orthodb.org/?query=105782at33090	CobW/HypB/UreG, nucleotide-binding domain
105867at33090	Complete	AT5G63620.1	491.5	301	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
106769at33090	Complete	AT2G26930.1	615.4	325	https://v10-1.orthodb.org/?query=106769at33090	Ribosomal protein S5 domain 2-type fold
106886at33090	Complete	AT3G22590.1	357.8	275	https://v10-1.orthodb.org/?query=106886at33090	Cell division control protein 73, C-terminal
107107at33090	Complete	AT5G35690.1	466.2	363	https://v10-1.orthodb.org/?query=107107at33090	PUB domain
107413at33090	Complete	AT5G22130.2	585.6	363	https://v10-1.orthodb.org/?query=107413at33090	GPI mannosyltransferase 1
108705at33090	Complete	AT4G17910.4	465.9	360	https://v10-1.orthodb.org/?query=108705at33090	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
109586at33090	Complete	AT3G55400.1	776.1	450	https://v10-1.orthodb.org/?query=109586at33090	Aminoacyl-tRNA synthetase, class Ia
109823at33090	Complete	AT1G73060.1	450.4	266	https://v10-1.orthodb.org/?query=109823at33090	Domain of unknown function DUF1995
110222at33090	Complete	AT1G65280.2	488.3	379	https://v10-1.orthodb.org/?query=110222at33090	DnaJ domain
110225at33090	Complete	AT3G47390.1	739.9	467	https://v10-1.orthodb.org/?query=110225at33090	Bacterial bifunctional deaminase-reductase, C-terminal
111210at33090	Complete	AT3G10970.1	471.8	271	https://v10-1.orthodb.org/?query=111210at33090	HAD superfamily
111213at33090	Complete	AT2G21280.2	406.6	245	https://v10-1.orthodb.org/?query=111213at33090	NAD-dependent epimerase/dehydratase
111249at33090	Complete	AT5G10320.1	385.0	267	https://v10-1.orthodb.org/?query=111249at33090	Predicted protein
111924at33090	Complete	AT5G65860.1	421.9	278	https://v10-1.orthodb.org/?query=111924at33090	Ankyrin repeat-containing domain
112238at33090	Duplicated	AT4G12620.1	764.6	524	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112238at33090	Duplicated	AT4G14700.1	753.1	535	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112325at33090	Complete	AT2G44580.1	358.1	291	https://v10-1.orthodb.org/?query=112325at33090	Sister chromatid cohesion protein Dcc1
112461at33090	Complete	AT4G36400.1	669.0	387	https://v10-1.orthodb.org/?query=112461at33090	FAD-linked oxidase, C-terminal
112542at33090	Complete	AT5G54290.2	457.8	246	https://v10-1.orthodb.org/?query=112542at33090	Cytochrome C biogenesis protein, transmembrane domain
113024at33090	Missing
114996at33090	Complete	AT5G13680.1	1241.3	941	https://v10-1.orthodb.org/?query=114996at33090	Elongator complex protein 1
115240at33090	Complete	AT3G13235.1	494.5	339	https://v10-1.orthodb.org/?query=115240at33090	Ubiquitin domain
115992at33090	Complete	AT5G64730.1	427.0	254	https://v10-1.orthodb.org/?query=115992at33090	WD40 repeat
116411at33090	Complete	AT4G30510.1	367.8	258	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116516at33090	Complete	AT2G18710.1	608.9	355	https://v10-1.orthodb.org/?query=116516at33090	SecY/SEC61-alpha family
116585at33090	Complete	AT2G26350.1	460.4	301	https://v10-1.orthodb.org/?query=116585at33090	Zinc finger, RING-type
116623at33090	Complete	AT5G63830.1	353.7	272	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
117191at33090	Complete	AT2G20360.1	427.2	280	https://v10-1.orthodb.org/?query=117191at33090	NAD(P)-binding domain
117247at33090	Complete	AT4G10050.1	473.3	272	https://v10-1.orthodb.org/?query=117247at33090	Protein phosphatase methylesterase 1
119439at33090	Complete	AT2G37500.1	510.1	338	https://v10-1.orthodb.org/?query=119439at33090	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
120031at33090	Complete	AT2G22650.1	372.8	298	https://v10-1.orthodb.org/?query=120031at33090	FAD dependent oxidoreductase
120338at33090	Complete	AT1G72090.1	661.8	363	https://v10-1.orthodb.org/?query=120338at33090	Methylthiotransferase, N-terminal
120455at33090	Complete	AT3G18630.1	391.6	228	https://v10-1.orthodb.org/?query=120455at33090	Uracil-DNA glycosylase
120589at33090	Complete	AT3G02710.1	668.4	426	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
121281at33090	Complete	AT1G66520.1	418.8	276	https://v10-1.orthodb.org/?query=121281at33090	Formyl transferase, C-terminal
121303at33090	Complete	AT3G61540.1	588.2	359	https://v10-1.orthodb.org/?query=121303at33090	Alpha/Beta hydrolase fold
122367at33090	Complete	AT3G09580.1	483.4	335	https://v10-1.orthodb.org/?query=122367at33090	Amine oxidase
122422at33090	Complete	AT4G09750.1	406.6	247	https://v10-1.orthodb.org/?query=122422at33090	Short-chain dehydrogenase/reductase SDR
122831at33090	Complete	AT1G59990.1	464.1	321	https://v10-1.orthodb.org/?query=122831at33090	Helicase, C-terminal
122958at33090	Complete	AT1G02100.1	462.2	270	https://v10-1.orthodb.org/?query=122958at33090	Leucine carboxyl methyltransferase 1
123838at33090	Complete	AT1G11780.1	359.7	262	https://v10-1.orthodb.org/?query=123838at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
125550at33090	Complete	AT3G13226.1	171.1	149	https://v10-1.orthodb.org/?query=125550at33090	Regulatory protein RecX
125747at33090	Complete	AT2G21385.1	267.5	205	https://v10-1.orthodb.org/?query=125747at33090	Predicted protein
126138at33090	Complete	AT2G35720.1	610.3	439	https://v10-1.orthodb.org/?query=126138at33090	DnaJ domain
126427at33090	Complete	AT4G00560.4	377.8	254	https://v10-1.orthodb.org/?query=126427at33090	RmlD-like substrate binding domain
127059at33090	Complete	AT2G25840.2	570.6	320	https://v10-1.orthodb.org/?query=127059at33090	Aminoacyl-tRNA synthetase, class Ic
128774at33090	Complete	AT3G18940.1	281.6	220	https://v10-1.orthodb.org/?query=128774at33090	Proteasome assembly chaperone 2
130268at33090	Complete	AT1G22800.1	396.3	241	https://v10-1.orthodb.org/?query=130268at33090	Methyltransferase type 11
130279at33090	Complete	AT1G51110.1	369.5	238	https://v10-1.orthodb.org/?query=130279at33090	Plastid lipid-associated protein/fibrillin conserved domain
130637at33090	Complete	AT5G63610.1	469.4	260	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
131556at33090	Complete	AT1G32500.1	491.7	296	https://v10-1.orthodb.org/?query=131556at33090	SUF system FeS cluster assembly, SufBD
131874at33090	Complete	AT4G25450.1	880.0	529	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131914at33090	Complete	AT1G26640.1	299.4	215	https://v10-1.orthodb.org/?query=131914at33090	Aspartate/glutamate/uridylate kinase
133112at33090	Complete	AT3G04560.1	333.1	259	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133622at33090	Complete	AT5G67170.1	380.6	318	https://v10-1.orthodb.org/?query=133622at33090	OTU domain
134078at33090	Complete	AT1G50510.1	462.0	270	https://v10-1.orthodb.org/?query=134078at33090	Pseudouridine-5'-phosphate glycosidase
135419at33090	Complete	AT5G18660.1	493.7	282	https://v10-1.orthodb.org/?query=135419at33090	NAD(P)-binding domain
135892at33090	Complete	AT1G27980.1	718.2	418	https://v10-1.orthodb.org/?query=135892at33090	Pyridoxal phosphate-dependent transferase
136118at33090	Complete	AT2G20330.1	779.7	450	https://v10-1.orthodb.org/?query=136118at33090	WD40 repeat
136267at33090	Complete	AT4G26980.1	312.1	252	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136579at33090	Complete	AT5G39940.1	388.7	319	https://v10-1.orthodb.org/?query=136579at33090	HI0933-like insert domain superfamily
137018at33090	Complete	AT5G23120.2	546.2	286	https://v10-1.orthodb.org/?query=137018at33090	Photosynthesis system II assembly factor Ycf48/Hcf136
137771at33090	Complete	AT5G50310.1	919.8	529	https://v10-1.orthodb.org/?query=137771at33090	Kelch repeat type 1
137787at33090	Complete	AT4G28200.1	583.7	472	https://v10-1.orthodb.org/?query=137787at33090	U3 small nucleolar RNA-associated protein 6
138499at33090	Complete	AT1G22700.1	256.9	156	https://v10-1.orthodb.org/?query=138499at33090	Tetratricopeptide repeat
138782at33090	Complete	AT5G27560.3	434.8	250	https://v10-1.orthodb.org/?query=138782at33090	Domain of unknown function DUF1995
139062at33090	Complete	AT2G36740.1	364.9	299	https://v10-1.orthodb.org/?query=139062at33090	Vps72/YL1, C-terminal
139450at33090	Complete	AT5G22320.1	294.3	234	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Complete	AT5G15920.1	1091.0	893	https://v10-1.orthodb.org/?query=139497at33090	Structural maintenance of chromosomes protein 5
140683at33090	Complete	AT4G38225.3	211.7	186	https://v10-1.orthodb.org/?query=140683at33090	Glycerol kinase
140876at33090	Complete	AT5G11450.2	354.1	222	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
141370at33090	Complete	AT5G12130.1	373.6	211	https://v10-1.orthodb.org/?query=141370at33090	Integral membrane protein TerC
141861at33090	Complete	AT2G22260.6	215.1	146	https://v10-1.orthodb.org/?query=141861at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
142077at33090	Complete	AT1G76570.1	412.7	242	https://v10-1.orthodb.org/?query=142077at33090	Chlorophyll A-B binding protein
142382at33090	Complete	AT1G55480.1	278.9	197	https://v10-1.orthodb.org/?query=142382at33090	PDZ domain
142433at33090	Complete	AT4G38020.1	287.6	219	https://v10-1.orthodb.org/?query=142433at33090	tRNA/rRNA methyltransferase, SpoU type
143102at33090	Complete	AT3G02690.1	505.9	291	https://v10-1.orthodb.org/?query=143102at33090	EamA domain
143347at33090	Complete	AT1G45110.1	369.5	227	https://v10-1.orthodb.org/?query=143347at33090	Tetrapyrrole methylase
143963at33090	Complete	AT3G25805.1	249.8	173	https://v10-1.orthodb.org/?query=143963at33090	SnoaL-like domain
143978at33090	Complete	AT2G06210.1	1398.7	954	https://v10-1.orthodb.org/?query=143978at33090	Tetratricopeptide repeat
